DPP_ID,Sector,Product_Name,Manufacturer,Manufacturing_Country_ISO2,Manufacturing_Date,Product_Version,Unit_of_Measure,Product_Weight_kg,Expected_Lifetime_Years,Primary_Material_pct,Secondary_Material_pct,Other_Materials_pct,Recycled_Content_pct,Bio_Based_Content_pct,CRM_Composition_detail,CRM_Total_pct,Hazardous_Substances,Hazardous_Flag,GWP_Total_kgCO2eq,GWP_A1_A3_Extraction_kgCO2eq,GWP_A4_A5_Manufacturing_kgCO2eq,GWP_B_Use_Phase_kgCO2eq,GWP_C_EoL_kgCO2eq,LCA_Extraction_pct,LCA_Manufacturing_pct,LCA_Use_Phase_pct,LCA_EoL_pct,LCA_Sum_check,Energy_Manufacturing_MJ,Renewable_Energy_Share_pct,Water_Usage_Litres,Land_Use_m2a,Eutrophication_kgPeq,Acidification_molHp,Particulate_Matter_kgPM25eq,Resource_Depletion_kgSbeq,Recyclability_Score_pct,Repairability_Score_1_10,Durability_Index_0_1,Disassembly_Time_min,Spare_Parts_Available_Years,Design_for_Disassembly,Remanufacturing_Potential,EoL_Scenario,EoL_Recovery_Rate_pct,EoL_Treatment_Country,Collection_Infrastructure,Primary_Supply_Country,Supply_Concentration_Risk_1_10,Transport_Distance_km,Transport_GWP_kgCO2eq,Conflict_Minerals_Flag,Social_Risk_Score_1_10,Certifications,REACH_SVHC_Compliant,RoHS_Compliant,ESPR_Applicable,EU_Battery_Reg_Applicable,CRMA_Strategic_Material,DPP_Completeness_Score,DPP_Data_Quality,DPP_Verifier,DPP_Issue_Date,DPP_Expiry_Date,DPP_Standard_Version,Data_Source,Anomaly_Flag,Anomaly_Type,Anomaly_Severity,Unnamed: 70,Unnamed: 71,ANOMALY LABELS
DPP-BAT-00032,Battery,NMC 811 Battery Cell,EcoTex Nordic (SE),HU,2019-10-06,v1.8,kWh capacity,42.221,10,26.29,20.62,53.09,3.1,0.9,Manganese: 5.9292%,5.9292,Sulfuric acid; Cadmium,True,139456.23,28449.07,25659.95,26217.77,59129.44,20.4,18.4,18.8,42.4,100,1162.27,3.8,10365.24,10.901,21.98758,5.26875,4.18541,1.1284975,5.3,8.4,0.738,116.0,1.0,Yes,High,Mechanical recycling,28.2,CL,Municipal WEEE,PE,9.8,8577.0,90.532,False,8.3,EU Battery Regulation 2023/1542,False,True,False,True,True,0.882,Medium,DNV,2020-04-02,2023-04-02,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-BAT-00033,Battery,Lead-Acid Starter Battery,Covestro AG (DE),SE,2024-05-09,v3.4,kWh capacity,413.614,6,76.85,23.15,0,13.9,,Phosphorus: 7.3749%; Lithium: 7.4824%; Nickel: 7.4633%,22.3206,Lead,True,1354153.88,406246.16,427912.63,148956.93,371038.16,30.0,31.6,11.0,27.4,100,8358.48,77.6,127865.18,136.163,20.35911,9.68972,2.582555,,33.1,8.9,0.783,13.0,3.0,Yes,Medium,Upcycling to new application,88.9,DE,Municipal WEEE,RU,8.4,5525.0,571.304,False,7.4,FSC Certified; WEEE Directive 2012/19/EU; Bluesign®,False,True,True,True,True,0.827,Medium,Bureau Veritas,2024-08-03,2028-08-02,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-BAT-00034,Battery,Supercapacitor Hybrid Pack,Saint-Gobain (FR),IT,2022-10-02,v2.0,kWh capacity,627.361,10,6.63,24.9,68.47,16.9,2.1,Cobalt: 2.5752%; Manganese: 4.4302%,7.0054,Lead; Lithium hexafluorophosphate,True,23079.04,10385.57,11262.57,7939.19,-6508.29,45.0,48.8,34.4,-28.2,100,17639.33,33.0,186267.61,56.535,1.76691,14.16167,2.860255,0.3798384,52.9,4.0,0.494,79.0,4.0,Partial,Medium,Upcycling to new application,67.7,CL,Not established,PE,2.7,9360.0,1468.025,False,9.2,CE Marking; ISO 14001:2015,True,True,False,True,True,0.893,High,DNV,2023-03-30,2026-03-29,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-BAT-00035,Battery,NMC 811 Battery Cell,EnerTeck (FR),FR,2018-01-20,v5.5,kWh capacity,319.177,8,57.34,28.96,13.7,29.2,5,Phosphorus: 6.6764%; Cobalt: 6.6301%; Manganese: 1.1087%,14.4152,Lead,True,643779.13,281975.26,182833.27,40558.09,138412.51,43.8,28.4,6.3,21.5,100,3207.97,41.7,,2.815,37.50603,3.29851,4.53448,1.6240185,27.6,2.7,0.774,151.0,3.0,Yes,Medium,Pyrometallurgical smelting,71.0,CZ,Take-back scheme,PE,2.2,6966.0,555.847,False,2.9,EU Battery Regulation 2023/1542; EN 15804+A2; ISO 14040/44 LCA; ISO 14001:2015; CE Marking,True,True,False,True,True,0.972,Medium,DEKRA,2018-06-12,2023-06-11,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-BAT-00036,Battery,Lithium-Ion Battery Pack (EV),Holcim Group (CH),BE,2019-03-29,v1.5,kWh capacity,585.486,15,28.55,7.58,63.87,6.1,4.8,Lithium: 6.6282%,6.6282,None declared,False,2118189.93,285955.64,508365.58,277482.88,1046385.83,13.5,24.0,13.1,49.4,100,,23.1,86679.03,92.855,19.28639,17.01358,3.999515,1.2976965,12.0,1.4,0.503,193.0,10.0,Yes,High,Energy recovery (incineration),75.0,NL,Take-back scheme,MX,7.8,921.0,134.808,True,9.8,Cradle to Cradle Certified; CE Marking,True,,True,True,True,0.544,Low,DNV,2019-09-14,2022-09-13,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-BAT-00037,Battery,Sodium-Ion Battery Cell,Lanxess AG (DE),PL,2021-02-13,v5.7,kWh capacity,39.994,8,4.73,28.27,67,0.0,0.5,Phosphorus: 0.6793%; Cobalt: 3.7812%,4.4605,Lead; Lithium hexafluorophosphate,True,171292.43,43850.86,32888.15,38369.5,56183.92,25.6,19.2,22.4,32.8,100,1307.94,56.0,2054.35,82.468,0.11085,7.10342,3.168343,1.5998274,44.0,1.8,0.723,149.0,4.0,Partial,Low,Direct reuse / refurbishment,59.5,CL,Municipal WEEE,BR,5.1,6201.0,62.001,True,9.1,FSC Certified,False,True,True,True,True,0.573,Medium,SGS,2021-07-16,2026-07-15,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-BAT-00038,Battery,Supercapacitor Hybrid Pack,ams-OSRAM (AT),CH,2021-05-09,v1.4,kWh capacity,590.937,13,26.46,35.22,38.32,16.8,2.3,Vanadium: 1.7155%; Natural Graphite: 5.3092%; Cobalt: 2.4770%,9.5017,NMP solvent,True,2899537.82,951048.4,1406275.84,655295.55,-113081.97,32.8,48.5,22.6,-3.9,100,20532.8,52.4,95273.57,23.081,33.77663,11.23814,1.121615,1.2942424,29.7,6.1,0.767,101.0,11.0,No,Medium,Direct reuse / refurbishment,,HU,Not established,CA,1.1,2006.0,,False,7.2,EN 15804+A2; ISO 14001:2015; Cradle to Cradle Certified; FSC Certified,True,True,True,True,True,0.56,Medium,SGS,2021-07-22,2023-07-22,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-BAT-00039,Battery,Lithium-Sulfur Prototype Cell,Lanxess AG (DE),FI,2023-11-03,v5.8,kWh capacity,52.383,13,16.41,80.84,2.75,22.7,1,Natural Graphite: 3.4350%; Phosphorus: 2.9764%,6.4114,None declared,False,173738.13,37527.44,43955.75,66541.7,25713.24,21.6,25.3,38.3,14.8,100,1621.37,43.7,12438.6,,47.41064,3.34873,4.781385,1.0759543,57.6,2.0,0.542,58.0,10.0,Yes,High,Second-life cascade application,90.8,AT,Take-back scheme,CN,7.1,5845.0,76.545,False,8.8,RoHS Directive 2011/65/EU,False,True,True,True,True,0.591,Low,TÜV SÜD,2024-03-24,2027-03-24,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-BAT-00040,Battery,Grid-Scale BESS Module,Covestro AG (DE),ES,2025-08-06,v1.3,kWh capacity,621.45,15,13.69,42.52,43.79,12.0,0.6,Natural Graphite: 7.4368%,7.4368,None declared,False,382949.69,39060.87,137478.94,91142.03,115267.86,10.2,35.9,23.8,30.1,100,29428.31,55.7,94696.76,149.659,5.00315,12.3907,4.500603,0.6355787,68.2,4.7,0.752,124.0,5.0,No,Low,Hydrometallurgical recovery,29.4,IT,Not established,CL,2.0,,1881.595,False,7.2,FSC Certified; ISO 14001:2015; OEKO-TEX® STANDARD 100; ESPR Regulation EU/2024/1781; WEEE Directive 2012/19/EU,True,True,False,True,True,0.805,High,SGS,2025-09-02,2028-09-01,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-BAT-00041,Battery,Solid-State Battery Module,Freyr Battery (NO),CZ,2023-08-19,v3.9,kWh capacity,12.361,8,60.22,33.46,6.32,7.2,1.9,Cobalt: 1.5309%; Manganese: 8.0646%; Phosphorus: 5.6084%,15.2039,None declared,False,45483.69,12235.11,12553.5,5776.43,14918.65,26.9,,12.7,32.8,100,302.02,,389.09,73.887,25.81907,7.05861,4.33861,0.9737283,8.0,,0.553,113.0,7.0,No,High,Mechanical recycling,13.5,CL,Not established,RU,1.9,17435.0,53.879,False,5.0,FSC Certified; Bluesign®; EU Battery Regulation 2023/1542,True,True,True,True,True,0.768,High,Bureau Veritas,2023-12-03,2027-12-02,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-BAT-00042,Battery,NiMH Hybrid Battery Pack,EcoTex Nordic (SE),BE,2020-07-30,v3.7,kWh capacity,267.857,7,69.59,30.41,0,23.1,3,Cobalt: 4.4478%,4.4478,Lead; NMP solvent,True,810957.11,131375.05,377906.01,210848.85,90827.2,16.2,46.6,26.0,11.2,100,11758.88,46.2,71179.89,150.477,12.89099,0.11038,3.718254,0.0142381,11.5,9.1,0.678,1.0,6.0,Partial,High,Direct reuse / refurbishment,47.0,FR,Not established,US,5.8,4208.0,281.786,True,4.4,OEKO-TEX® STANDARD 100; CE Marking; RoHS Directive 2011/65/EU; REACH Reg. EC/1907/2006,True,True,False,True,True,0.774,High,TÜV SÜD,2020-11-25,2022-11-25,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-BAT-00043,Battery,Pouch Cell Module,Freyr Battery (NO),CH,2021-03-19,v5.9,kWh capacity,499.566,14,38.75,61.25,0,5.9,3,Vanadium: 4.2072%,4.2072,None declared,False,503850.34,166270.61,217159.5,75577.55,44842.68,,43.1,15.0,8.9,100,887.78,16.5,149758.64,103.163,46.48576,,1.305611,0.8142752,21.2,1.3,0.467,1.0,2.0,Yes,High,Chemical recycling (pyrolysis),97.7,RO,Not established,RU,7.0,7358.0,918.952,False,4.1,ESPR Regulation EU/2024/1781; ISO 14001:2015,True,True,False,True,True,0.855,High,TÜV SÜD,2021-08-16,2024-08-15,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-BAT-00044,Battery,Second-Life Battery Module,Northvolt AB (SE),SE,2019-03-13,v3.9,kWh capacity,88.316,6,34.68,12.79,52.53,32.9,1.3,Lithium: 7.2096%; Natural Graphite: 3.1615%; Phosphorus: 2.6879%,13.059,Cadmium; Lead,True,80756.17,29637.51,,15262.92,9286.96,36.7,32.9,18.9,11.5,100,3314.8,81.5,5666.93,105.147,17.15548,3.67909,2.119772,0.8381917,34.6,1.3,0.543,207.0,6.0,No,Low,Hydrometallurgical recovery,50.2,NL,Industrial collection,US,5.7,5750.0,126.954,False,5.1,ISO 14001:2015,True,True,False,True,True,0.821,Medium,Intertek,2019-04-17,2022-04-16,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-BAT-00045,Battery,NiMH Hybrid Battery Pack,ams-OSRAM (AT),BE,2022-04-10,v1.1,kWh capacity,431.496,12,45.91,25.15,,9.4,0.1,Vanadium: 6.8675%,6.8675,Lead,True,1361967.71,408590.31,608799.57,102147.58,242430.25,30.0,44.7,7.5,17.8,100,3531.27,33.7,49254.22,63.376,38.25005,1.66594,1.312335,0.3105572,25.4,6.8,0.49,,5.0,Partial,Not assessed,Second-life cascade application,55.8,PT,PRO (Producer Responsibility),ID,2.5,15390.0,,False,3.2,Bluesign®; ISO 50001,True,,True,True,True,,High,Bureau Veritas,2022-06-01,2026-05-31,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-BAT-00046,Battery,Lithium-Sulfur Prototype Cell,Verkor SAS (FR),RO,2020-10-20,v4.3,kWh capacity,118.472,15,7.88,19.98,72.14,21.6,5,Cobalt: 0.6825%; Nickel: 5.3190%,6.0015,Sulfuric acid; Cadmium,True,168635.42,,73019.14,32883.91,2023.63,36.0,43.3,19.5,1.2,100,5057.42,39.4,10809.91,57.919,39.57144,6.60564,4.217747,1.9032886,49.6,3.4,0.736,46.0,0.0,Yes,Low,Hydrometallurgical recovery,14.4,CN,Industrial collection,CN,2.7,1931.0,57.192,,5.9,EN 15804+A2; Bluesign®; WEEE Directive 2012/19/EU,True,True,True,True,True,0.85,Medium,TÜV SÜD,2020-12-07,2021-12-07,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-BAT-00047,Battery,Pouch Cell Module,VELUX A/S (DK),FR,2018-09-02,v4.2,kWh capacity,252.085,7,8.85,91.15,0,19.0,3.1,Manganese: 1.9854%,1.9854,Cadmium; Lead,True,924132.9,98882.22,260605.48,280936.4,283708.8,10.7,28.2,30.4,30.7,100,3178.73,27.3,4989.34,141.325,3.16802,19.3433,4.095267,0.379747,44.1,5.4,0.697,131.0,5.0,Partial,Not assessed,Landfill (residual waste),34.2,ZA,Not established,IN,8.7,2970.0,187.173,False,6.5,EN 15804+A2; WEEE Directive 2012/19/EU; EU Battery Regulation 2023/1542; OEKO-TEX® STANDARD 100; ESPR Regulation EU/2024/1781,True,True,True,True,True,0.652,High,Self-declared,2019-02-22,2024-02-21,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-BAT-00048,Battery,NMC 811 Battery Cell,Eileen Fisher (US),HU,2019-03-09,v5.0,kWh capacity,537.567,14,7.98,13.33,78.69,13.0,1.5,Manganese: 7.5052%; Vanadium: 1.4262%; Phosphorus: 1.5416%,10.473,Sulfuric acid,True,907196.71,140615.49,452691.16,185975.33,127914.74,15.5,49.9,20.5,14.1,100,9504.71,18.9,84726.87,198.293,42.78617,0.43501,4.109717,1.3794415,27.7,7.9,0.601,174.0,9.0,No,Medium,Pyrometallurgical smelting,,DK,Municipal WEEE,ID,7.9,16678.0,2241.386,True,5.1,REACH Reg. EC/1907/2006; WEEE Directive 2012/19/EU; FSC Certified,True,True,True,True,True,0.978,High,DEKRA,2019-03-27,2022-03-26,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-BAT-00049,Battery,Lithium-Sulfur Prototype Cell,Veolia Environnement (FR),AT,2022-11-05,v3.9,kWh capacity,206.399,11,18.99,72.82,8.19,20.0,1.7,Nickel: 0.7108%,0.7108,Lithium hexafluorophosphate; Lead,True,270966.13,64760.91,81831.77,79664.04,44709.41,23.9,30.2,29.4,16.5,100,7869.05,69.8,49636.32,39.622,40.14,12.46402,2.202373,1.8484272,32.7,6.1,0.998,126.0,3.0,Yes,Medium,Chemical recycling (pyrolysis),33.4,HU,PRO (Producer Responsibility),RU,7.2,10411.0,537.205,False,7.8,Cradle to Cradle Certified,True,True,True,True,True,0.677,Low,SGS,2023-01-02,2026-01-01,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-BAT-00050,Battery,Solid-State Battery Module,Arkema SA (FR),DK,2023-08-13,v4.3,kWh capacity,676.92,13,36.72,63.28,0,9.7,3,Cobalt: 7.8401%,7.8401,Cadmium,True,1658243.97,598626.07,258686.06,480890.75,320041.09,36.1,15.6,29.0,19.3,100,12071.76,38.2,102348.94,199.199,6.58947,13.0498,2.905195,1.3681004,73.5,1.6,0.48,94.0,13.0,Yes,Medium,Mechanical recycling,93.1,IT,PRO (Producer Responsibility),CL,2.4,16159.0,2734.588,False,4.9,ISO 14040/44 LCA; Bluesign®,True,,False,,True,0.66,High,Self-declared,2024-01-30,2026-01-29,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-BAT-00051,Battery,Prismatic NMC Cell,Johnson Matthey PLC (UK),BE,2019-12-27,v2.6,kWh capacity,649.337,12,20.17,9.66,70.17,16.0,4.5,Nickel: 3.6399%; Manganese: 6.6001%; Cobalt: 5.1713%,15.4113,Cadmium,True,1279702.86,548992.53,447896.0,304569.28,-21754.95,42.9,35.0,23.8,-1.7,100,20847.32,39.4,228612.77,7.702,32.30543,1.80973,2.503339,0.359551,12.7,8.9,0.914,60.0,8.0,Partial,Medium,Energy recovery (incineration),96.6,FR,Industrial collection,NG,4.5,13796.0,2239.563,False,3.9,ISO 50001,True,True,True,True,True,,Medium,SGS,2020-03-19,2024-03-18,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-BAT-00052,Battery,Second-Life Battery Module,Holcim Group (CH),NO,2023-02-02,v1.6,kWh capacity,290.055,6,72.14,27.86,0,32.2,0.6,Natural Graphite: 2.3712%,2.3712,Sulfuric acid; NMP solvent,True,70959.51,10785.85,26893.65,4470.45,28809.56,15.2,37.9,6.3,40.6,100,12387.11,73.0,96737.67,167.603,16.4611,8.27574,1.049306,0.4181099,25.9,1.4,0.592,44.0,5.0,Yes,High,Upcycling to new application,63.8,ZA,Not established,DRC,8.1,3276.0,237.555,True,5.4,Bluesign®; EPD (Environmental Product Declaration); REACH Reg. EC/1907/2006; ISO 14001:2015,True,True,True,True,True,0.501,Low,SGS,2023-05-17,2027-05-16,ESPR 2024/1781 v1.0,Modelled (SimaPro),,Normal,,,,
DPP-BAT-00053,Battery,NMC 811 Battery Cell,HeidelbergMaterials (DE),PT,2024-01-09,v5.4,kWh capacity,627.67,12,12.41,,,34.4,1,Lithium: 4.8064%; Natural Graphite: 5.7679%; Nickel: 4.7235%,15.2978,None declared,False,653625.37,222232.63,281058.91,235958.76,-85624.92,34.0,43.0,,-13.1,100,11137.64,7.9,304299.54,56.092,25.30023,15.98071,4.524789,0.308164,7.2,6.6,0.89,137.0,6.0,No,Not assessed,Hydrometallurgical recovery,62.4,ES,Not established,US,8.7,12806.0,2009.486,False,8.0,RoHS Directive 2011/65/EU; ISO 14040/44 LCA; WEEE Directive 2012/19/EU,True,True,True,True,,0.932,Low,DNV,2024-04-05,2026-04-05,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-BAT-00054,Battery,Solid-State Battery Module,Verkor SAS (FR),RO,2020-01-04,v3.9,kWh capacity,494.751,14,21.68,21.51,56.81,16.5,3.6,Nickel: 6.9501%; Phosphorus: 6.0625%; Vanadium: 5.7057%,18.7183,Lithium hexafluorophosphate; Lead,True,1404582.32,186809.45,605374.98,414351.78,198046.11,13.3,43.1,29.5,14.1,100,2450.71,9.1,76800.36,128.884,27.80794,1.41941,1.51066,0.9219551,58.7,9.5,0.401,215.0,4.0,Partial,Not assessed,Composting (bio-based only),44.5,PE,Take-back scheme,RU,,15895.0,1966.017,False,5.9,WEEE Directive 2012/19/EU; ISO 14001:2015; ISO 14040/44 LCA; CE Marking,False,True,True,True,True,0.512,Medium,DNV,2020-02-26,2023-02-25,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-BAT-00055,Battery,Lead-Acid Starter Battery,Saint-Gobain (FR),CZ,2019-01-01,v1.2,kWh capacity,409.995,14,10.04,5.46,84.5,,5,Phosphorus: 2.5076%,2.5076,Sulfuric acid,True,1984170.47,198417.05,686522.98,,,10.0,34.6,39.3,16.1,100,2285.29,7.2,57866.9,6.237,32.1125,8.31769,2.280198,1.577859,35.2,6.6,0.798,98.0,6.0,Partial,Not assessed,Direct reuse / refurbishment,28.6,FI,Not established,PH,2.3,10042.0,1029.292,False,,FSC Certified; RoHS Directive 2011/65/EU; EN 15804+A2,False,True,False,True,True,0.609,Medium,Bureau Veritas,2019-01-13,2020-01-13,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-BAT-00056,Battery,Supercapacitor Hybrid Pack,Vishay Intertechnology (US),ES,2024-04-27,v2.7,kWh capacity,186.008,15,17.53,8.03,74.44,0.5,3.3,Cobalt: 5.5822%; Natural Graphite: 2.4870%; Lithium: 6.2704%,14.3396,None declared,False,266756.66,,87229.43,92831.32,52284.31,12.9,32.7,34.8,19.6,100,2597.54,61.7,12334.7,56.194,8.365,11.55557,4.209181,0.108661,65.1,2.0,0.422,142.0,4.0,No,High,Landfill (residual waste),42.5,FI,Municipal WEEE,PE,8.0,4328.0,201.261,False,5.2,OEKO-TEX® STANDARD 100; ESPR Regulation EU/2024/1781,False,,True,True,True,0.924,Low,TÜV SÜD,2024-06-13,2029-06-12,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-BAT-00057,Battery,Lithium-Ion Battery Pack (EV),EcoTex Nordic (SE),BE,2018-08-21,v2.7,kWh capacity,657.261,15,25.13,48.42,26.45,14.9,3.1,Vanadium: 0.7434%; Lithium: 5.1438%; Phosphorus: 3.2019%,9.0891,Sulfuric acid; NMP solvent,True,2944538.06,1009976.55,703744.6,627186.61,603630.3,34.3,23.9,,20.5,100,30769.99,9.0,209934.63,184.539,22.07964,5.18067,0.174401,0.140834,24.3,9.1,0.839,78.0,5.0,Partial,Low,Chemical recycling (pyrolysis),34.4,FR,Industrial collection,ID,4.5,17928.0,,True,9.1,FSC Certified; EU Battery Regulation 2023/1542; EN 15804+A2,True,True,False,True,True,0.692,Medium,Bureau Veritas,2019-02-03,2023-02-02,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-BAT-00058,Battery,LFP Battery Pack,BASF SE (DE),AT,2023-06-27,v1.7,kWh capacity,275.193,13,28.57,50.2,21.23,18.8,4.1,Natural Graphite: 8.2162%; Manganese: 0.1494%,8.3656,Lithium hexafluorophosphate,True,464698.09,163573.73,135691.84,57622.56,107809.96,35.2,29.2,12.4,,100,,9.7,71985.99,188.018,29.74928,12.31295,0.315644,0.4052903,65.9,7.7,0.463,18.0,11.0,No,Not assessed,Hydrometallurgical recovery,53.0,DE,PRO (Producer Responsibility),PH,9.2,,768.408,True,9.8,Bluesign®; Cradle to Cradle Certified,True,True,True,,True,0.522,Medium,DEKRA,2023-07-19,2026-07-18,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-BAT-00059,Battery,Sodium-Ion Battery Cell,Infineon (DE),CH,2020-06-17,v2.1,kWh capacity,327.63,15,16.85,26.31,56.84,26.5,4.5,Lithium: 0.9666%; Cobalt: 1.2769%,2.2435,Lead,True,288858.35,96767.55,47661.63,79724.9,64704.27,33.5,16.5,27.6,22.4,100,4693.21,6.3,71215.0,66.859,29.25503,1.08773,2.179382,0.4323382,61.4,1.4,0.818,222.0,5.0,Partial,Not assessed,Hydrometallurgical recovery,79.1,NO,Take-back scheme,NG,2.0,16122.0,1320.513,False,,EPD (Environmental Product Declaration); CE Marking; REACH Reg. EC/1907/2006; RoHS Directive 2011/65/EU,False,True,False,True,,0.559,Low,Bureau Veritas,2020-07-25,2023-07-25,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-BAT-00060,Battery,Cylindrical 21700 Cell,Solvay SA (BE),PT,2023-07-22,v5.3,kWh capacity,172.155,13,47.2,52.8,0,4.9,3.7,Vanadium: 1.1367%; Manganese: 2.5213%; Cobalt: 5.5085%,9.1665,None declared,False,13720.76,4582.73,2840.2,2895.08,3402.75,33.4,20.7,21.1,24.8,100,4917.09,4.7,50243.59,195.284,47.26617,13.49338,4.439901,0.221942,37.5,7.3,0.429,209.0,10.0,No,Not assessed,Landfill (residual waste),71.9,DE,Not established,MX,6.6,6989.0,300.798,True,4.3,ESPR Regulation EU/2024/1781; ISO 14001:2015; EU Battery Regulation 2023/1542,True,True,False,True,True,0.684,Low,DEKRA,2024-01-04,2029-01-02,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-BAT-00061,Battery,Lithium-Ion Battery Pack (EV),Victrex PLC (UK),HU,2025-08-27,v4.2,kWh capacity,381.297,7,16.47,,57.11,11.4,0.9,Manganese: 6.2732%; Phosphorus: 0.1924%,6.4656,None declared,False,120030.16,48612.21,27726.97,45851.52,-2160.54,40.5,23.1,,-1.8,100,12304.12,14.9,78499.63,68.558,35.40585,18.09432,3.972307,0.3225178,50.2,6.3,0.788,202.0,7.0,Yes,High,Landfill (residual waste),36.8,SE,PRO (Producer Responsibility),IN,8.1,3174.0,302.559,False,5.0,ISO 50001; WEEE Directive 2012/19/EU; REACH Reg. EC/1907/2006,True,True,True,True,True,0.984,High,Bureau Veritas,2025-12-05,2028-12-04,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-BAT-00062,Battery,Lithium-Ion Battery Pack (EV),Veolia Environnement (FR),PT,2025-08-05,v5.5,kWh capacity,471.733,6,14.06,12.0,73.94,34.2,,Manganese: 2.7078%,,Sulfuric acid; Lithium hexafluorophosphate,True,2142724.19,484255.67,432830.29,747810.74,477827.49,22.6,20.2,34.9,22.3,100,8748.07,34.8,87953.17,56.93,45.72061,8.29087,2.779114,1.4204969,29.6,8.9,0.361,175.0,3.0,Yes,Medium,Energy recovery (incineration),80.7,ES,Take-back scheme,ZA,8.3,17469.0,2060.176,False,3.6,Bluesign®; RoHS Directive 2011/65/EU; EN 15804+A2; EPD (Environmental Product Declaration),False,True,True,True,True,0.779,Medium,Bureau Veritas,2025-10-31,2029-10-30,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-BAT-00063,Battery,Lithium-Sulfur Prototype Cell,Johnson Matthey PLC (UK),FI,2019-01-23,v2.4,kWh capacity,421.14,7,,77.66,11.9,5.7,4.3,Phosphorus: 6.8010%; Vanadium: 2.3147%,9.1157,Cadmium; Lithium hexafluorophosphate,True,1125338.68,250950.53,225067.74,110283.19,539037.23,22.3,20.0,9.8,47.9,100,5956.08,12.1,163998.23,82.399,11.32949,2.50776,0.651178,0.1572191,69.5,3.0,,200.0,1.0,Partial,High,Energy recovery (incineration),50.5,BE,Municipal WEEE,AU,8.4,16629.0,1750.784,True,8.0,REACH Reg. EC/1907/2006; EU Battery Regulation 2023/1542; Bluesign®; CE Marking,False,True,True,True,True,0.526,Medium,Intertek,2019-06-15,2022-06-14,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-BAT-00064,Battery,Lead-Acid Starter Battery,Verkor SAS (FR),DK,2023-10-08,v4.8,kWh capacity,163.15,6,11.41,22.78,65.81,25.8,2,Manganese: 0.9466%,0.9466,None declared,False,404466.03,91409.32,101520.97,122553.21,88982.53,22.6,25.1,30.3,22.0,100,685.91,50.2,40278.75,76.956,5.08701,18.50588,4.889269,0.1294302,37.0,7.2,0.889,55.0,3.0,Yes,Low,Upcycling to new application,96.7,HU,Take-back scheme,CL,8.7,16116.0,657.331,False,2.1,Cradle to Cradle Certified; REACH Reg. EC/1907/2006; EN 15804+A2; ISO 14001:2015,False,True,False,True,,0.999,Medium,DEKRA,2023-11-13,2027-11-12,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
